Historic Center of Vienna;18,736 reviews;#1 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d1534524-Reviews-Historic_Center_of_Vienna-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Neighborhoods', 'Historic Walking Areas', 'Historic Sites'];The historic centre of Vienna is rich in beautiful architecture, including Baroque castles and gardens, as well as the late-19th-century Ringstrasse lined with grand buildings, monuments and parks.;[];As featured in Vienna, cosmopolitan city.;48.208591;16.369694;
Capuchin Church (Kapuzinerkirche);164 reviews;#69 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245770-Reviews-Capuchin_Church_Kapuzinerkirche-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206619;16.371080;
United Nations in Vienna;188 reviews;#70 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d195258-Reviews-United_Nations_in_Vienna-Vienna.html;['Sights & Landmarks', 'Government Buildings', 'Architectural Buildings'];Vienna's U.N. building is noteworthy both for its architectural and political significance.;[];;48.234829;16.416861;
Wiener Riesenrad;1,403 reviews;#71 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246447-Reviews-Wiener_Riesenrad-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];This Vienna landmark has operated in the Wiener Volksprater for over 100 years.;[];;48.216663;16.395899;
Cemetery of St. Marx (Friedhof St. Marx);104 reviews;#72 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d590746-Reviews-Cemetery_of_St_Marx_Friedhof_St_Marx-Vienna.html;['Nature & Parks', 'Sights & Landmarks', 'Cemeteries'];;[];;48.183998;16.403120;
Otto Wagner Majolikahaus;67 reviews;#73 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8593646-Reviews-Otto_Wagner_Majolikahaus-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Certificate of Excellence;['Sun - Sat', '12:00 AM - 11:59 PM'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;48.197418;16.359180;
Franziskanerkirche;83 reviews;#74 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6536349-Reviews-Franziskanerkirche-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Certificate of Excellence;['Sun - Sat', '7:00 AM - 6:00 PM'];;48.206253;16.374460;
Ernst Happel Stadion;126 reviews;#75 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245381-Reviews-Ernst_Happel_Stadion-Vienna.html;['Sights & Landmarks', 'Arenas & Stadiums'];;[];;48.207691;16.419710;
Chapel of St. Virgil;66 reviews;#76 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10352464-Reviews-Chapel_of_St_Virgil-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites', 'Historic Sites'];Suggested Duration:< 1 hour;['Tue - Sun', '10:00 AM - 6:00 PM'];;48.208172;16.373930;
Church of the Teutonic Order;63 reviews;#77 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319291-Reviews-Church_of_the_Teutonic_Order-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites', 'Historic Sites'];;['Sun - Sat', '7:00 AM - 6:00 PM'];;48.207359;16.373800;
Burgtor;117 reviews;#78 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d592242-Reviews-Burgtor-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205631;16.362677;
Am Hof;123 reviews;#79 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d244510-Reviews-Am_Hof-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211342;16.368290;
Beethoven Statue;114 reviews;#80 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d194153-Reviews-Beethoven_Statue-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];A bronze statue of the great composer in his very own public square, called the Beethovenplatz.;[];;48.202080;16.376650;
Malteserkirche;95 reviews;#81 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3165399-Reviews-Malteserkirche-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals'];Closed NowHours Today: 7:00 AM - 6:00 PMSee all hours;['Sun - Sat', '7:00 AM - 6:00 PM'];;48.204880;16.371040;
Haydnhaus;71 reviews;#82 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319277-Reviews-Haydnhaus-Vienna.html;['Sights & Landmarks', 'Historic Sites'];;[];;48.194328;16.345140;
Schubert Statue;96 reviews;#83 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d194156-Reviews-Schubert_Statue-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Famous composer Franz Schubert is immortalized in the form of a statue situated in the Stadtpark.;[];;48.205872;16.378469;
Hochstrahlbrunnen;74 reviews;#84 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d9706314-Reviews-Hochstrahlbrunnen-Vienna.html;['Sights & Landmarks', 'Fountains'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.199230;16.375389;
Michaelertrakt;43 reviews;#85 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10751008-Reviews-Michaelertrakt-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];;[];;48.207630;16.367090;
Secession Building (Secessionsgebaude);947 reviews;#86 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d191362-Reviews-Secession_Building_Secessionsgebaude-Vienna.html;['Museums', 'Sights & Landmarks', 'Architectural Buildings', 'Art Museums'];In addition to a strong collection of contemporary art, this museum houses Gustav Klimt's "Beethoven Frieze," a 30-meter-long interpretation of Beethoven's "Ninth Symphony.";[];;48.200390;16.365900;
Donner Brunnen;100 reviews;#87 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245766-Reviews-Donner_Brunnen-Vienna.html;['Sights & Landmarks', 'Fountains'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205502;16.370279;
Stadttempel Synagogue;79 reviews;#88 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2281704-Reviews-Stadttempel_Synagogue-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211609;16.374790;
Beethoven Museum;73 reviews;#89 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3453507-Reviews-Beethoven_Museum-Vienna.html;['Museums', 'Sights & Landmarks', 'Points of Interest & Landmarks', 'Specialty Museums'];Closed NowHours Today: 10:00 AM - 6:00 PMSee all hours;['Tue - Sun', '10:00 AM - 6:00 PM'];;48.254841;16.356190;
Monument to Empress Elisabeth;61 reviews;#90 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d590803-Reviews-Monument_to_Empress_Elisabeth-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205959;16.357880;
Minoritenplatz;55 reviews;#91 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246428-Reviews-Minoritenplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.209167;16.364445;
Vermahlungsbrunnen (Marriage Fountain);73 reviews;#92 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d592603-Reviews-Vermahlungsbrunnen_Marriage_Fountain-Vienna.html;['Sights & Landmarks', 'Fountains'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210869;16.373009;
Neuer Markt;108 reviews;#93 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246442-Reviews-Neuer_Markt-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206120;16.370745;
Monument to Johann Andreas Von Liebenberg;42 reviews;#94 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6961078-Reviews-Monument_to_Johann_Andreas_Von_Liebenberg-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.212574;16.361633;
Danube Canal (Donau Kanal);443 reviews;#95 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d191404-Reviews-Danube_Canal_Donau_Kanal-Vienna.html;['Nature & Parks', 'Sights & Landmarks', 'Historic Walking Areas', 'Bodies of Water'];This offshoot of the Danube River flows through the city just north of the downtown area and, with paved pathways lining its banks, makes for a pleasant stroll.;[];;48.206997;16.442047;
Goethe Monument;83 reviews;#96 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10339216-Reviews-Goethe_Monument-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.203491;16.366501;
Gasometer;126 reviews;#97 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3258672-Reviews-Gasometer-Vienna.html;['Sights & Landmarks', 'Architectural Buildings', 'Points of Interest & Landmarks'];Since the end of the 1990s, four teams of star architects have been working on converting four 112-year-old gasometers into a new urban complex. Vienna undertook a remodelling and revitalization of the protected monuments and in 1995 called for...more;[];;48.184978;16.420570;
Allianz Stadion;32 reviews;#98 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10769200-Reviews-Allianz_Stadion-Vienna.html;['Sights & Landmarks', 'Arenas & Stadiums', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.197250;16.265490;
Haas Haus;130 reviews;#99 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d592243-Reviews-Haas_Haus-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Closed NowHours Today: 9:00 AM - 6:00 PMSee all hours;['Sun', '9:00 AM - 6:00 PM', 'Mon - Sat', '8:00 AM - 8:00 PM'];;48.208172;16.373930;
Palais Auersperg;157 reviews;#100 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4378127-Reviews-Palais_Auersperg-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Welcome to Palais Auersperg This MICE location, in the heart of Vienna, connects a house steeped in history and majesty with a local and international top-class gastronomy, excellent service and countless opportunities for perfectly tailored events...more;[];;48.208019;16.355289;
Albertinaplatz;70 reviews;#101 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11641670-Reviews-Albertinaplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Open NowHours Today: 12:00 AM - 11:59 PMSee all hours;['Sun - Sat', '12:00 AM - 11:59 PM'];;48.204559;16.368959;
Klimt Villa;65 reviews;#102 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3534289-Reviews-Klimt_Villa-Vienna.html;['Sights & Landmarks', 'Museums', 'Historic Sites', 'Art Museums'];Gustav Klimt’s works have become part of an international round of motifs, but where exactly did he complete his paintings? His studio, from 1911 until his death in 1918, was in what is now known as the Klimt Villa in Vienna. Klimt rented a cottage...more;['Tue - Sun', '10:00 AM - 6:00 PM'];;48.188290;16.283239;
Flakturm;40 reviews;#103 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6782471-Reviews-Flakturm-Vienna.html;['Sights & Landmarks', 'Observation Decks & Towers'];;[];;48.197739;16.353039;
Palais Liechtenstein;22 reviews;#104 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12395110-Reviews-Palais_Liechtenstein-Vienna.html;['Sights & Landmarks', 'Architectural Buildings', 'Historic Sites'];;[];;48.222450;16.359659;
Palais Pallavicini;34 reviews;#105 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10512186-Reviews-Palais_Pallavicini-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Historic Sites'];;[];;48.206600;16.367571;
Looshaus;76 reviews;#106 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d311240-Reviews-Looshaus-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208321;16.366690;
Mahnmal gegen Krieg und Faschismus;87 reviews;#107 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d207872-Reviews-Mahnmal_gegen_Krieg_und_Faschismus-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];;[];;48.204659;16.368874;
Palais Equitable;31 reviews;#108 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8592147-Reviews-Palais_Equitable-Vienna.html;['Sights & Landmarks', 'Historic Sites', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.207909;16.371481;
Statue of Johannes Gutenberg;76 reviews;#109 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8520201-Reviews-Statue_of_Johannes_Gutenberg-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.209641;16.374689;
Friedhof der Namenlosen;41 reviews;#110 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d240963-Reviews-Friedhof_der_Namenlosen-Vienna.html;['Sights & Landmarks', 'Cemeteries'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.158642;16.495380;
Wien Museum Hermesvilla;41 reviews;#111 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d592597-Reviews-Wien_Museum_Hermesvilla-Vienna.html;['Sights & Landmarks', 'Museums', 'Specialty Museums', 'Historic Sites'];Situated in an idyllic setting in the middle of the former imperial hunting grounds, now Lainzer Tiergarten, is the "Palace of Dreams", as Empress Elisabeth once called her villa. Emperor Francis Joseph gave it to her in the hope of persuading his...more;['Tue - Sun', '9:00 AM - 6:00 PM'];;48.170685;16.246033;
Theseus Temple;88 reviews;#112 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6537730-Reviews-Theseus_Temple-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];;[];;48.205959;16.357880;
Karl-Marx-Hof;62 reviews;#113 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d246423-Reviews-Karl_Marx_Hof-Vienna.html;['Sights & Landmarks', 'Historic Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.249699;16.364334;
Altes AKH;42 reviews;#114 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4567726-Reviews-Altes_AKH-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.214989;16.352501;
Erzherzog Karl Denkmal;41 reviews;#115 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11739381-Reviews-Erzherzog_Karl_Denkmal-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206268;16.362789;
Kirche am Hof;56 reviews;#116 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3703009-Reviews-Kirche_am_Hof-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210995;16.368439;
Die Burgkapelle (Home of the Vienna Boys' Choir);73 reviews;#117 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319287-Reviews-Die_Burgkapelle_Home_of_the_Vienna_Boys_Choir-Vienna.html;['Sights & Landmarks', 'Architectural Buildings', 'Historic Sites', 'Sacred & Religious Sites'];;[];;48.157749;16.436430;
Justizpalast;18 reviews;#118 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13556622-Reviews-Justizpalast-Vienna.html;['Sights & Landmarks', 'Government Buildings', 'Architectural Buildings'];;[];;48.206699;16.357580;
Bermuda Triangle;44 reviews;#119 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245702-Reviews-Bermuda_Triangle-Vienna.html;['Sights & Landmarks', 'Neighborhoods'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211784;16.374922;
St. Francis of Assisi Church;22 reviews;#120 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11830581-Reviews-St_Francis_of_Assisi_Church-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Churches & Cathedrals'];;[];;48.227581;16.402189;
St Peter's Catholic Church;14 reviews;#121 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d17795639-Reviews-St_Peter_s_Catholic_Church-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208961;16.370279;
Prinz Eugen Statue;34 reviews;#122 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13219834-Reviews-Prinz_Eugen_Statue-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205780;16.371840;
Palais Kinsky;22 reviews;#123 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8624758-Reviews-Palais_Kinsky-Vienna.html;['Sights & Landmarks', 'Architectural Buildings'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211689;16.364290;
Burg Leopoldsberg;25 reviews;#124 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7203873-Reviews-Burg_Leopoldsberg-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.279362;16.343599;
Judischer Friedhof;1 review;#125 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d18894071-Reviews-Judischer_Friedhof-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites', 'Cemeteries', 'Historic Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.223301;16.363319;
Grabmal Kaiser Friedrichs III;1 review;#126 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d18976785-Reviews-Grabmal_Kaiser_Friedrichs_III-Vienna.html;['Sights & Landmarks', 'Historic Sites', 'Sacred & Religious Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208012;16.372829;
Turkenkugel;1 review;#127 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19516912-Reviews-Turkenkugel-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211632;16.368450;
Albrechtsbrunnen;1 review;#128 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19336832-Reviews-Albrechtsbrunnen-Vienna.html;['Sights & Landmarks', 'Fountains'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.204361;16.368830;
Josephplatz;37 reviews;#129 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11668691-Reviews-Josephplatz-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206455;16.367554;
Providentiabrunnen oder Donnerbrunnen;19 reviews;#130 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12099138-Reviews-Providentiabrunnen_oder_Donnerbrunnen-Vienna.html;['Sights & Landmarks', 'Fountains', 'Monuments & Statues'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205502;16.370279;
Josefsbrunnen;31 reviews;#131 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11708129-Reviews-Josefsbrunnen-Vienna.html;['Sights & Landmarks', 'Fountains'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208618;16.369730;
Mariahilfer Kirche;42 reviews;#132 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d9876968-Reviews-Mariahilfer_Kirche-Vienna.html;['Sights & Landmarks', 'Churches & Cathedrals'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.199051;16.353340;
Lower Belvedere;26 reviews;#133 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13418065-Reviews-Lower_Belvedere-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Architectural Buildings'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.196899;16.380400;
Triton und Najadenbrunnen;1 review;#134 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19336834-Reviews-Triton_und_Najadenbrunnen-Vienna.html;['Sights & Landmarks', 'Fountains'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.204151;16.362949;
WUK;29 reviews;#135 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d633893-Reviews-WUK-Vienna.html;['Museums', 'Shopping', 'Concerts & Shows', 'Sights & Landmarks', 'Art Galleries', 'Theaters', 'Civic Centers'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.223282;16.351410;
Bundeskanzleramt Oesterreich;35 reviews;#136 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7154060-Reviews-Bundeskanzleramt_Oesterreich-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Closed todayHours Today: ClosedSee all hours;['Mon - Fri', '7:30 AM - 7:00 PM'];;48.208382;16.363779;
Neptunbrunnen;15 reviews;#137 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d14988532-Reviews-Neptunbrunnen-Vienna.html;['Sights & Landmarks', 'Fountains', 'Monuments & Statues', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.185230;16.318890;
Wotruba Kirche;21 reviews;#138 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d592600-Reviews-Wotruba_Kirche-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites', 'Architectural Buildings'];Church with modern architecture;['Sun', '9:00 AM - 4:30 PM', 'Sat', '2:00 PM - 8:00 PM'];;48.149399;16.254841;
Brahms Statue;57 reviews;#139 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d194151-Reviews-Brahms_Statue-Vienna.html;['Sights & Landmarks', 'Monuments & Statues'];A statue of Johannes Brahms, one of Austria's greatest 19th-century composers, is located in the Karlsplatz.;[];;48.200390;16.371059;
Church of the Piarist Order (Piaristenkirche);20 reviews;#140 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d319333-Reviews-Church_of_the_Piarist_Order_Piaristenkirche-Vienna.html;['Sights & Landmarks', 'Architectural Buildings', 'Sacred & Religious Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210594;16.349401;
Grinzinger Pfarrkirche;36 reviews;#141 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7073030-Reviews-Grinzinger_Pfarrkirche-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.256828;16.339491;
Evangelische Kirche HB.;1 review;#142 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19357984-Reviews-Evangelische_Kirche_HB-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Architectural Buildings', 'Historic Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.206619;16.368570;
Schonbrunner Brucke;1 review;#143 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19289079-Reviews-Schonbrunner_Brucke-Vienna.html;['Sights & Landmarks', 'Points of Interest & Landmarks', 'Bridges'];Open NowHours Today: 12:00 AM - 11:59 PMSee all hours;['Sun - Sat', '12:00 AM - 11:59 PM'];;48.186100;16.319880;
Katholische Kirche Maria Heimsuchung;1 review;#144 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19112642-Reviews-Katholische_Kirche_Maria_Heimsuchung-Vienna.html;['Sights & Landmarks', 'Sacred & Religious Sites'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.196259;16.381620;
Kaiser Franz II Monument;26 reviews;#145 of 504 Sights & Landmarks in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13873813-Reviews-Kaiser_Franz_II_Monument-Vienna.html;['Sights & Landmarks', 'Monuments & Statues', 'Points of Interest & Landmarks'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.149830;16.265560;
