Le Bar;68 reviews;#1 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13838948-Reviews-Le_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Exclusive champagnes. Selected cocktails. Distinguished vintages. Le Bar will delight your senses. You can choose from over 60 vintage champagnes, eight of which are available by the glass. Let our barkeeper Julio treat you to one of their bespoke...more;['Sun - Mon', '5:00 PM - 1:00 AM', 'Tue', '5:00 PM - 12:00 AM', 'Wed', '5:00 PM - 1:00 AM', 'Thu', '5:00 PM - 12:00 AM', 'Fri - Sat', '5:00 PM - 2:00 AM'];1-2 hours;48.204697;16.356600;
Bricks;10 reviews;#70 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245354-Reviews-Bricks-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.218670;16.381029;
Vienna Gnadenlos;14 reviews;#71 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8857796-Reviews-Vienna_Gnadenlos-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 PM - 5:00 AMSee all hours;['Mon - Thu', '8:00 PM - 4:00 AM', 'Fri - Sat', '8:00 PM - 5:00 AM'];;48.211750;16.374821;
Fredi's Bar;3 reviews;#72 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13226570-Reviews-Fredi_s_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];We are a cosy little cocktailbar at the periphery of Vienna. We offer lots of different cocktails, spirits and a few snacks.;['Sun - Mon', '6:30 PM - 11:00 PM', 'Wed - Thu', '6:30 PM - 11:00 PM', 'Fri', '12:00 AM - 2:00 AM6:30 PM - 12:00 AM', 'Sat', '6:30 PM - 2:00 AM'];;48.213200;16.528332;
Intermezzo Bar;6 reviews;#73 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13373539-Reviews-Intermezzo_Bar-Vienna.html;['Concerts & Shows', 'Nightlife', 'Piano Bars', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.201893;16.379013;
Rhiz - Bar Modern;5 reviews;#74 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245663-Reviews-Rhiz_Bar_Modern-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 6:00 PM - 4:00 AMSee all hours;['Sun - Sat', '6:00 PM - 4:00 AM'];;48.236279;16.359039;
Weberknecht;3 reviews;#75 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13418776-Reviews-Weberknecht-Vienna.html;['Nightlife', 'Dance Clubs & Discos', 'Bars & Clubs'];Club, Disco,Livestage, Pub, Karaoke, Alternative, Electronic Music, Rock, Metal Cheap Drinks and nice people, Snacks;['Sun - Sat', '1:00 PM - 6:00 AM'];;48.210361;16.338556;
Nachtasyl;4 reviews;#76 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245462-Reviews-Nachtasyl-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.195007;16.343037;
Clandestino;3 reviews;#77 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13382823-Reviews-Clandestino-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 12:00 AM - 2:00 AM, 7:00 PM - 12:00 AMSee all hours;['Wed - Sat', '7:00 PM - 12:00 AM', 'Thu - Sun', '12:00 AM - 2:00 AM'];;48.208481;16.381310;
Fluc & Fluc Wanne;21 reviews;#78 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d1942839-Reviews-Fluc_Fluc_Wanne-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.217728;16.393156;
Cabaret Fledermaus;19 reviews;#79 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245399-Reviews-Cabaret_Fledermaus-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 9:00 PM - 4:00 AMSee all hours;['Thu - Mon', '9:00 PM - 4:00 AM'];;48.207973;16.370457;
Mocca Brasil - The Coffee Roasters;4 reviews;#80 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4735602-Reviews-Mocca_Brasil_The_Coffee_Roasters-Vienna.html;['Nightlife', 'Coffeehouses'];Closed todayHours Today: ClosedSee all hours;['Mon - Thu', '9:00 AM - 4:00 PM'];;48.192890;16.392981;
Vienna Pub Crawl;43 reviews;#81 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8282826-Reviews-Vienna_Pub_Crawl-Vienna.html;['U4', '40 Reviews '];;[];;;;
Ganz Wien;9 reviews;#82 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11855331-Reviews-Ganz_Wien-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 12:00 PM - 2:00 AMSee all hours;['Sun', '4:00 PM - 11:00 PM', 'Mon - Thu', '4:00 PM - 12:00 AM', 'Fri - Sat', '12:00 PM - 2:00 AM'];;48.199711;16.350670;
Jenseits;9 reviews;#83 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245440-Reviews-Jenseits-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.198448;16.351910;
Na Nog Irish Pub;2 reviews;#84 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245541-Reviews-Na_Nog_Irish_Pub-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 6:00 PM - 3:00 AMSee all hours;['Mon - Fri', '6:00 PM - 2:00 AM', 'Sat', '6:00 PM - 3:00 AM'];;48.230091;16.349030;
26Â°EAST;6 reviews;#85 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d14793061-Reviews-26_EAST-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.216492;16.368811;
Eagle Bar;4 reviews;#86 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d605392-Reviews-Eagle_Bar-Vienna.html;['Nightlife', 'Gay Clubs & Bars'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.196930;16.351891;
Shebeen;4 reviews;#87 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245612-Reviews-Shebeen-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 12:00 PM - 4:00 AMSee all hours;['Sun', '12:00 PM - 2:00 AM', 'Mon - Fri', '5:00 PM - 4:00 AM', 'Sat', '12:00 PM - 4:00 AM'];;48.206291;16.349159;
Die Feile;3 reviews;#88 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7264139-Reviews-Die_Feile-Vienna.html;['Nightlife', 'Bars & Clubs'];Company History Has opened 1990 levels. The living room with music connection! "Die Feile" in the Novaragasse there a long time. Three young men breathe the restaurant with new concept fresh life a. In the heart of Leopoldstadt you will find "Die...more;['Mon - Thu', '6:00 PM - 2:00 AM', 'Fri - Sat', '6:00 PM - 4:00 AM'];;48.218552;16.386959;
Ron Con Soda;21 reviews;#89 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d2271384-Reviews-Ron_Con_Soda-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211830;16.375160;
Beimir;2 reviews;#90 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13371633-Reviews-Beimir-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.218029;16.317020;
Cafe Raimann;4 reviews;#91 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d240961-Reviews-Cafe_Raimann-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.182671;16.324810;
Why Not Clubdiscothek;25 reviews;#92 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4702488-Reviews-Why_Not_Clubdiscothek-Vienna.html;['Nightlife', 'Gay Clubs & Bars'];Open NowHours Today: 10:00 PM - 4:00 AMSee all hours;['Fri - Sat', '10:00 PM - 4:00 AM'];;48.212479;16.368469;
Vorgarten Markt;4 reviews;#93 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11815706-Reviews-Vorgarten_Markt-Vienna.html;['Food & Drink', 'Nightlife', 'Wine Bars', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.241684;16.381681;
Fania Live;5 reviews;#94 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d9467275-Reviews-Fania_Live-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208851;16.338659;
Slammerbar;6 reviews;#95 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8754436-Reviews-Slammerbar-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211750;16.374821;
Europa;6 reviews;#96 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245385-Reviews-Europa-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.199879;16.350889;
Don's Bar Vienna;8 reviews;#97 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10734001-Reviews-Don_s_Bar_Vienna-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 6:00 PM - 2:00 AMSee all hours;['Wed - Sat', '6:00 PM - 2:00 AM'];;48.209419;16.377150;
Wein & Genuss Plus;2 reviews;#98 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12210260-Reviews-Wein_Genuss_Plus-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.214882;16.356131;
Donau;2 reviews;#99 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12857556-Reviews-Donau-Vienna.html;['Nightlife', 'Dance Clubs & Discos', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.202400;16.357670;
Reigen;5 reviews;#100 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245556-Reviews-Reigen-Vienna.html;['Concerts & Shows', 'Nightlife', 'Jazz Clubs & Bars'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.188019;16.303722;
Cafe Stein;6 reviews;#101 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245367-Reviews-Cafe_Stein-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 AM - 1:00 AMSee all hours;['Sun', '9:00 AM - 12:00 AM', 'Mon - Sat', '8:00 AM - 1:00 AM'];;48.215382;16.361580;
B72;8 reviews;#102 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245347-Reviews-B72-Vienna.html;['Nightlife', 'Bars & Clubs', 'Dance Clubs & Discos'];Open NowHours Today: 8:00 PM - 6:00 AMSee all hours;['Sun - Thu', '8:00 PM - 4:00 AM', 'Fri - Sat', '8:00 PM - 6:00 AM'];;48.214848;16.340698;
COCO Bar;5 reviews;#103 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7229160-Reviews-COCO_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Enjoy our diverse range of Boston Style cocktails - there is anything for everyone! A good Whisk(e)y or an after work beer with friends to a soccer game - we leave nothing to be desired.;['Tue - Thu', '6:00 PM - 2:00 AM', 'Fri', '6:00 PM - 4:00 AM', 'Sat', '8:00 PM - 4:00 AM'];;48.210243;16.339027;
Lemmon;9 reviews;#104 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11697274-Reviews-Lemmon-Vienna.html;['Nightlife', 'Karaoke Bars'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210320;16.377310;
4Feet;1 review;#105 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13808479-Reviews-4Feet-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210979;16.374109;
Planter's;1 review;#106 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245550-Reviews-Planter_s-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 5:00 PM - 4:00 AMSee all hours;['Sun - Wed', '5:00 PM - 2:00 AM', 'Thu - Sat', '5:00 PM - 4:00 AM'];;48.215771;16.368759;
Volksgarten;28 reviews;#107 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12843514-Reviews-Volksgarten-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];On Thursdays the program caters to the mature party crowd with events such as '30 Dancing' and 'Gleitzeit'. Friday nights 'Be Loved' invites RNB and House enthusiasts. 'OVERGROUND' takes part on Saturdays and is not to be missed as the main feature...more;[];;48.206596;16.361269;
Downstairs;1 review;#108 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13952461-Reviews-Downstairs-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.200180;16.358950;
Kabblo;1 review;#109 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d14200278-Reviews-Kabblo-Vienna.html;['Nightlife', 'Bars & Clubs'];Closed todayHours Today: ClosedSee all hours;['Mon - Fri', '2:00 PM - 5:00 PM'];;48.209599;16.378540;
Miles Smiles;2 reviews;#110 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245459-Reviews-Miles_Smiles-Vienna.html;['Nightlife', 'Concerts & Shows', 'Jazz Clubs & Bars'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211208;16.351480;
Praterdome;92 reviews;#111 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d3735399-Reviews-Praterdome-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];Open NowHours Today: 10:00 PM - 5:00 AMSee all hours;['Thu - Sat', '10:00 PM - 5:00 AM'];;48.217159;16.397169;
Enrico Panigl (Triest, Wien, Marienbad);1 review;#112 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245378-Reviews-Enrico_Panigl_Triest_Wien_Marienbad-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.210789;16.341909;
Tolerance;3 reviews;#113 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11702555-Reviews-Tolerance-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.198074;16.354845;
Local;1 review;#114 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10903454-Reviews-Local-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.235401;16.355700;
Acabar;6 reviews;#115 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11844658-Reviews-Acabar-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 5:00 PM - 2:00 AMSee all hours;['Tue - Sat', '5:00 PM - 2:00 AM'];;48.202511;16.346910;
Shultz;2 reviews;#116 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245613-Reviews-Shultz-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.201981;16.351500;
Ma Pitom;1 review;#117 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245452-Reviews-Ma_Pitom-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.211700;16.374821;
WeinDuett;1 review;#118 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d15668774-Reviews-WeinDuett-Vienna.html;['Food & Drink', 'Nightlife', 'Wine Bars'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.214882;16.356131;
Pub by Charles;1 review;#119 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d15265673-Reviews-Pub_by_Charles-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.201752;16.336269;
Bar Shambala;1 review;#120 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d318889-Reviews-Bar_Shambala-Vienna.html;['Nightlife', 'Bars & Clubs'];Closed NowHours Today: 6:30 AM - 11:30 PMSee all hours;['Sun - Sat', '6:30 AM - 11:30 PM'];;;;
Grind;1 review;#121 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13079458-Reviews-Grind-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.227600;16.361740;
Conditorei SLUKA;3 reviews;#122 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d17559523-Reviews-Conditorei_SLUKA-Vienna.html;[];;[];;;;
Feria;5 reviews;#123 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d5580762-Reviews-Feria-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 1:00 PM - 12:00 AMSee all hours;['Sun', '1:00 PM - 12:00 AM', 'Mon - Thu', '12:00 PM - 12:00 AM', 'Fri - Sat', '12:00 PM - 2:00 AM'];;48.211231;16.379620;
Sargfabrik;1 review;#124 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245562-Reviews-Sargfabrik-Vienna.html;['Nightlife', 'Concerts & Shows', 'Theaters', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.195190;16.304621;
Freihaus;1 review;#125 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245403-Reviews-Freihaus-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.196659;16.365610;
Titanic;1 review;#126 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245631-Reviews-Titanic-Vienna.html;['Nightlife', 'Dance Clubs & Discos', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.200230;16.359989;
Blue Box;1 review;#127 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245351-Reviews-Blue_Box-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 10:00 AM - 2:00 AMSee all hours;['Sun', '10:00 AM - 2:00 AM', 'Mon - Thu', '4:00 PM - 2:00 AM', 'Fri - Sat', '10:00 AM - 4:00 AM'];;48.199360;16.348230;
Roxy;1 review;#128 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245560-Reviews-Roxy-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.198662;16.366171;
Die Apothek'n Pub;1 review;#129 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d6951838-Reviews-Die_Apothek_n_Pub-Vienna.html;['Nightlife', 'Bars & Clubs'];Closed todayHours Today: ClosedSee all hours;['Mon - Sat', '8:00 PM - 2:00 AM'];;48.205811;16.344290;
Cafe Caramel;1 review;#130 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13999520-Reviews-Cafe_Caramel-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.205410;16.385481;
Wachauer Weinstube;1 review;#131 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d13999486-Reviews-Wachauer_Weinstube-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.214649;16.357630;
Cream Lounge;1 review;#132 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d11699902-Reviews-Cream_Lounge-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.199421;16.332840;
Frauencafe;1 review;#133 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d4947593-Reviews-Frauencafe-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;;;
Wirr;29 reviews;#134 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d633894-Reviews-Wirr-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 AM - 2:00 AMSee all hours;['Sun - Wed', '8:00 AM - 2:00 AM', 'Thu - Sat', '8:00 AM - 4:00 AM'];;48.204243;16.347256;
Black Pearl Pub;1 review;#135 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d19114194-Reviews-Black_Pearl_Pub-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208050;16.308710;
Bettel Alm;8 reviews;#136 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d14192493-Reviews-Bettel_Alm-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.204090;16.374510;
Sky Bar;510 reviews;#137 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d282332-Reviews-Sky_Bar-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 6:00 PM - 2:00 AMSee all hours;['Sun', '6:00 PM - 2:00 AM', 'Mon - Sat', '9:30 AM - 3:00 AM'];;48.206448;16.371994;
Prater Sauna;8 reviews;#138 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10805411-Reviews-Prater_Sauna-Vienna.html;['Nightlife', 'Dance Clubs & Discos', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.213711;16.404791;
Flex;73 reviews;#139 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d545849-Reviews-Flex-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 PM - 6:00 AMSee all hours;['Sun - Sat', '8:00 PM - 6:00 AM'];;48.212490;16.376101;
U4;40 reviews;#140 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245636-Reviews-U4-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];Closed todayHours Today: ClosedSee all hours;['Tue - Sat', '10:00 PM - 5:30 AM'];;48.183292;16.328094;
BarCycle;2 reviews;#141 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d7794044-Reviews-BarCycle-Vienna.html;['cityKARTS', '2 Reviews '];;[];;;;
TangoBar;2 reviews;#142 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d10678193-Reviews-TangoBar-Vienna.html;['Nightlife', 'Dance Clubs & Discos', 'Bars & Clubs'];Closed todayHours Today: ClosedSee all hours;['Thu', '7:00 PM - 11:45 PM'];;48.216549;16.356871;
Robert Goodman;2 reviews;#143 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245558-Reviews-Robert_Goodman-Vienna.html;['Nightlife', 'Dance Clubs & Discos'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.197769;16.362860;
Original Europe Tours Vienna;53 reviews;#144 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8286922-Reviews-Original_Europe_Tours_Vienna-Vienna.html;['St. Johannes der Taufer', '5 Reviews '];;[];;;;
City Bar;1 review;#145 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d12682991-Reviews-City_Bar-Vienna.html;['Nightlife', 'Gay Clubs & Bars'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.212402;16.367949;
The Loft;3 reviews;#146 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d15238369-Reviews-The_Loft-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.208832;16.338120;
Heaven Pub;1 review;#147 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d8792351-Reviews-Heaven_Pub-Vienna.html;['Nightlife', 'Bars & Clubs'];Open NowHours Today: 8:00 AM - 2:00 AMSee all hours;['Sun - Sat', '8:00 AM - 2:00 AM'];;48.229561;16.378010;
Sub Zero;1 review;#148 of 181 Nightlife in Vienna;https://www.tripadvisor.com//Attraction_Review-g190454-d245620-Reviews-Sub_Zero-Vienna.html;['Nightlife', 'Bars & Clubs'];Local WeatherPowered by Weather UndergroundF°C°34°24°Jan39°27°Feb47°32°Mar;[];;48.202080;16.352520;
Bar Domby Nextdoor;;;https://www.tripadvisor.com//Attraction_Review-g190454-d1911644-Reviews-Bar_Domby_Nextdoor-Vienna.html;['Nightlife', 'Bars & Clubs'];Bar Domby NextdoorOpen daily: 6PM-3AM;[];;48.211639;16.373671;
